packet_count,byte_count,flow_duration,protocol,label,attack_type
210,1291,0,TCP,normal,Normal
260,0,0,TCP,malicious,DDoS
255,2066,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
199,18,0,ICMP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,2546,0,TCP,normal,Normal
193,6867,0,TCP,normal,Normal
209,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,2085,0,TCP,normal,Normal
106,0,0,TCP,malicious,DDoS
255,62854,0,TCP,malicious,DDoS
255,1462,0,TCP,normal,Normal
198,1466,1,TCP,normal,Normal
169,62854,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
268,0,0,TCP,malicious,DDoS
40,14189,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
153,9178,0,TCP,normal,Normal
255,2229,0,TCP,normal,Normal
110,245,0,TCP,normal,Normal
255,1699,0,TCP,normal,Normal
226,152,0,UDP,normal,Normal
228,36696,0,TCP,normal,Normal
12,47,0,TCP,normal,Normal
255,152,0,UDP,normal,Normal
289,0,0,TCP,malicious,DDoS
195,0,0,TCP,normal,Normal
255,0,0,TCP,normal,Normal
253,0,0,TCP,normal,Normal
255,2813,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,2919,0,TCP,normal,Normal
509,0,0,TCP,malicious,Probe
270,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
424,0,0,TCP,malicious,Probe
65,19,0,TCP,normal,Normal
255,1412,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,6090,0,TCP,normal,Normal
255,877,0,TCP,normal,Normal
255,6562,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,1333,0,TCP,normal,Normal
255,1832,0,TCP,normal,Normal
255,1003,20,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,250,1185,UDP,normal,Normal
263,0,0,TCP,malicious,DDoS
255,1607,0,TCP,normal,Normal
253,634,0,TCP,normal,Normal
185,38314,136,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,Probe
255,1218,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,9050,0,TCP,normal,Normal
255,1425,0,TCP,normal,Normal
255,0,1,TCP,malicious,Probe
255,2039,0,TCP,normal,Normal
167,1536,12,TCP,normal,Normal
255,2878,0,TCP,normal,Normal
255,130,0,UDP,normal,Normal
255,1040,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,1,0,UDP,malicious,Probe
118,554,0,TCP,normal,Normal
255,96,25,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
169,2410,0,TCP,normal,Normal
255,472,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
267,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
133,5319,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
44,246,0,TCP,malicious,Credential Attack
277,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
56,0,0,TCP,normal,Normal
122,5989,0,TCP,normal,Normal
255,1405,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
124,16115,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,118,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,2934,0,TCP,normal,Normal
30,121,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
69,1677,0,TCP,normal,Normal
119,1166,0,TCP,normal,Normal
255,613,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
180,151,0,TCP,normal,Normal
255,607,0,TCP,normal,Normal
255,1,0,UDP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
246,1133,0,TCP,normal,Normal
285,0,0,TCP,malicious,DDoS
255,650,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
210,245,0,TCP,normal,Normal
275,0,0,TCP,malicious,DDoS
76,12,0,TCP,normal,Normal
255,687,0,TCP,normal,Normal
152,8,0,ICMP,malicious,Probe
282,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,170,0,UDP,normal,Normal
11,832,4,TCP,malicious,Credential Attack
255,0,0,TCP,malicious,DDoS
255,3641,0,TCP,normal,Normal
255,9971,0,TCP,normal,Normal
86,0,0,TCP,malicious,DDoS
284,520,0,UDP,normal,Normal
255,88,0,UDP,normal,Normal
255,1378,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
269,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
261,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,6853,0,TCP,normal,Normal
255,1,0,UDP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
276,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
24,251,0,UDP,normal,Normal
255,4387,0,TCP,normal,Normal
255,1942,0,TCP,normal,Normal
255,88,0,UDP,normal,Normal
255,4332,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
52,1143,0,TCP,normal,Normal
255,1819,0,TCP,normal,Normal
255,7158,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
278,0,0,TCP,malicious,DDoS
255,776,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
194,30,0,ICMP,normal,Normal
511,1032,0,ICMP,malicious,DDoS
255,1,0,UDP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,174,0,UDP,normal,Normal
255,252,2029,UDP,normal,Normal
255,1332,0,TCP,normal,Normal
255,0,0,TCP,normal,Normal
511,1032,0,ICMP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
198,0,0,TCP,malicious,Probe
255,1118,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,16294,0,TCP,normal,Normal
4,88,0,UDP,normal,Normal
255,0,0,TCP,normal,Normal
212,997,0,TCP,normal,Normal
179,252,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
261,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,424,0,TCP,normal,Normal
255,28,0,UDP,malicious,DDoS
255,1067,0,TCP,normal,Normal
279,0,0,TCP,malicious,DDoS
255,112,0,UDP,normal,Normal
255,86,0,UDP,normal,Normal
137,0,0,TCP,normal,Normal
255,2056,0,TCP,normal,Normal
283,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,182,0,ICMP,normal,Normal
294,0,0,TCP,malicious,DDoS
255,593,0,TCP,normal,Normal
190,1086,1,TCP,normal,Normal
255,0,0,TCP,malicious,Probe
258,0,0,TCP,malicious,DDoS
255,84,0,UDP,normal,Normal
255,6150,0,TCP,normal,Normal
255,1258,0,TCP,normal,Normal
255,2204,1,TCP,normal,Normal
255,466,0,TCP,normal,Normal
260,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,1579,0,TCP,normal,Normal
255,123,0,UDP,normal,Normal
124,491,0,TCP,normal,Normal
255,181,0,UDP,normal,Normal
55,8,0,ICMP,malicious,Probe
255,251,2355,UDP,normal,Normal
78,567,0,TCP,normal,Normal
255,1313,0,TCP,normal,Normal
213,96,0,UDP,normal,Normal
130,18,0,ICMP,malicious,Probe
255,88382,0,TCP,normal,Normal
283,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
151,383,0,TCP,normal,Normal
149,2932,1,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
258,0,0,TCP,malicious,DDoS
133,1781,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
461,520,0,ICMP,malicious,DDoS
511,0,0,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,523,0,TCP,normal,Normal
25,2432,7,TCP,normal,Normal
255,877,0,TCP,normal,Normal
255,4296,0,TCP,normal,Normal
156,8,0,ICMP,malicious,Probe
255,3527,0,TCP,normal,Normal
255,1713,0,TCP,normal,Normal
255,714,0,TCP,normal,Normal
255,8661,0,TCP,normal,Normal
255,661,0,TCP,normal,Normal
277,0,0,TCP,malicious,DDoS
255,2342,0,TCP,normal,Normal
255,1016,0,TCP,normal,Normal
53,8,0,ICMP,malicious,Probe
255,158,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,1,5698,TCP,malicious,Probe
255,2967,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
1,26171,583,TCP,normal,Normal
257,0,0,TCP,malicious,DDoS
511,0,0,TCP,malicious,Probe
251,0,0,TCP,normal,Normal
255,124,0,UDP,normal,Normal
255,5230,0,TCP,normal,Normal
158,1781,6,TCP,normal,Normal
85,0,0,TCP,malicious,Probe
148,8,0,ICMP,malicious,Probe
255,9801,0,TCP,normal,Normal
74,20176,20252,TCP,normal,Normal
255,3489,0,TCP,normal,Normal
228,0,0,TCP,malicious,DDoS
255,13366,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
213,62854,0,TCP,malicious,DDoS
129,8,0,ICMP,malicious,Probe
255,0,0,TCP,malicious,Probe
511,1032,0,ICMP,malicious,DDoS
55,2930,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
100,89,1,TCP,malicious,Probe
255,11850,0,TCP,normal,Normal
255,2202,0,TCP,normal,Normal
255,0,0,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
29,3263,11457,TCP,normal,Normal
255,0,0,TCP,normal,Normal
255,619,0,TCP,normal,Normal
255,2741,0,TCP,normal,Normal
19,30,0,UDP,normal,Normal
159,134,0,UDP,normal,Normal
254,192,0,TCP,normal,Normal
279,0,0,TCP,malicious,DDoS
47,252,14,UDP,normal,Normal
255,0,8,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,1179,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,20156,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
511,1032,0,ICMP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
123,748,0,TCP,normal,Normal
271,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,476,0,TCP,normal,Normal
255,663,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
69,1339,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,9762,0,TCP,normal,Normal
290,0,0,TCP,malicious,DDoS
255,636,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,155,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
44,8,0,ICMP,malicious,Probe
255,517,0,TCP,normal,Normal
255,24785,0,TCP,normal,Normal
47,8,0,ICMP,malicious,Probe
289,0,0,TCP,malicious,DDoS
134,251,0,UDP,normal,Normal
161,10389,0,TCP,normal,Normal
255,3774,0,TCP,normal,Normal
255,1021,0,TCP,normal,Normal
255,84,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,971,0,TCP,normal,Normal
63,740,0,TCP,normal,Normal
1,1413,22,TCP,normal,Normal
255,11568,0,TCP,normal,Normal
120,9335,41,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
240,1856,0,TCP,normal,Normal
255,6509,0,TCP,normal,Normal
255,2101,0,TCP,normal,Normal
255,1674,0,TCP,normal,Normal
104,961,12,TCP,normal,Normal
255,12772,0,TCP,normal,Normal
255,90,0,UDP,normal,Normal
255,3603,0,TCP,normal,Normal
266,0,0,TCP,malicious,DDoS
255,6199,0,TCP,normal,Normal
511,0,0,TCP,malicious,Probe
255,428,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
230,3037,0,TCP,normal,Normal
255,1,36280,TCP,malicious,Probe
255,1550,0,TCP,normal,Normal
255,675,0,TCP,normal,Normal
255,734,0,TCP,normal,Normal
197,520,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
146,1423,0,TCP,normal,Normal
255,250,3447,UDP,normal,Normal
151,1353,0,TCP,normal,Normal
121,1172,1,TCP,normal,Normal
255,3026,0,TCP,normal,Normal
53,0,0,TCP,malicious,Probe
255,31,0,UDP,normal,Normal
255,1972,0,TCP,normal,Normal
497,520,0,UDP,normal,Normal
255,1057,0,TCP,normal,Normal
255,1,0,UDP,malicious,Probe
255,2191,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,648,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,2481,0,TCP,normal,Normal
251,1383,22,TCP,normal,Normal
274,117,0,UDP,normal,Normal
3,2921,12096,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,181,0,ICMP,normal,Normal
255,0,0,TCP,malicious,DDoS
136,10390,43,TCP,normal,Normal
255,171,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,959,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,503,0,TCP,normal,Normal
254,3719,2,TCP,malicious,Credential Attack
255,7879,0,TCP,normal,Normal
261,520,0,UDP,normal,Normal
255,84,11,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
144,3657,37,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
157,167,1,TCP,normal,Normal
88,1480,0,ICMP,malicious,DDoS
290,0,0,TCP,malicious,DDoS
255,817,0,TCP,normal,Normal
269,0,0,TCP,malicious,DDoS
80,18,0,ICMP,malicious,Probe
283,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
211,748,0,TCP,normal,Normal
261,113,0,UDP,normal,Normal
440,520,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,3685,0,TCP,normal,Normal
255,146,0,UDP,normal,Normal
255,277481,12039,TCP,normal,Normal
255,1,0,UDP,malicious,Probe
150,8,0,ICMP,malicious,Probe
255,34,3030,UDP,normal,Normal
255,62854,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
153,8,0,ICMP,malicious,Probe
255,177,0,UDP,normal,Normal
255,2532,0,TCP,normal,Normal
255,1,0,UDP,malicious,Probe
138,8,0,ICMP,malicious,Probe
305,520,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
86,11528,5,TCP,normal,Normal
14,8,0,ICMP,malicious,Probe
255,1649,0,TCP,normal,Normal
255,252,871,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
193,15851,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,9532,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,172,0,UDP,normal,Normal
180,2412,0,TCP,normal,Normal
255,489,0,TCP,normal,Normal
255,90,0,UDP,normal,Normal
255,1227,0,TCP,normal,Normal
255,1688,0,TCP,normal,Normal
255,29436,0,TCP,normal,Normal
255,1987,0,TCP,normal,Normal
255,13013,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,121,0,UDP,normal,Normal
255,84,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
49,88,29,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,182,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
130,0,0,TCP,malicious,DDoS
255,1,41254,TCP,malicious,Probe
7,1841,10629,TCP,normal,Normal
255,637,0,TCP,normal,Normal
84,8,0,ICMP,malicious,Probe
130,100,0,UDP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
127,252,1313,UDP,normal,Normal
348,520,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
58,7321,0,TCP,normal,Normal
255,374,0,TCP,normal,Normal
255,86,0,UDP,normal,Normal
255,1980,0,TCP,normal,Normal
198,64,0,ICMP,normal,Normal
193,1352,1,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,28,0,UDP,malicious,DDoS
269,0,0,TCP,malicious,DDoS
255,1429,0,TCP,normal,Normal
255,597,0,TCP,normal,Normal
25,8,0,ICMP,malicious,Probe
255,601,272,TCP,normal,Normal
228,7077,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,1639,0,TCP,normal,Normal
205,637,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,481,0,TCP,normal,Normal
423,1032,0,ICMP,malicious,DDoS
255,1821,8952,TCP,normal,Normal
255,1320,0,TCP,normal,Normal
255,1569,0,TCP,normal,Normal
255,2698,0,TCP,normal,Normal
255,52695,0,TCP,normal,Normal
255,935,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,Probe
183,0,0,TCP,normal,Normal
237,964,0,TCP,normal,Normal
255,10216,0,TCP,normal,Normal
255,3125,0,TCP,normal,Normal
129,0,0,TCP,malicious,Probe
255,2386,0,TCP,normal,Normal
255,565,0,TCP,normal,Normal
255,3637,1,TCP,malicious,Credential Attack
255,0,0,TCP,malicious,Probe
98,2282,1,TCP,normal,Normal
255,8,0,ICMP,malicious,Probe
4,1910,2,TCP,normal,Normal
255,187,0,UDP,normal,Normal
255,2633,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
259,0,0,TCP,malicious,DDoS
155,35,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,2694,0,TCP,normal,Normal
255,28,0,UDP,malicious,DDoS
255,90,0,UDP,normal,Normal
511,1032,0,ICMP,malicious,DDoS
255,188,0,UDP,normal,Normal
255,181,0,ICMP,normal,Normal
156,80718,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
259,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,1014,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
47,8,0,ICMP,malicious,Probe
255,126,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,3120,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,1116,1,TCP,normal,Normal
446,1032,0,ICMP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,492,0,TCP,normal,Normal
255,11,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,124,0,UDP,normal,Normal
255,2284,0,TCP,normal,Normal
255,866,0,TCP,normal,Normal
255,3281,0,TCP,normal,Normal
255,6166,0,TCP,normal,Normal
274,0,0,TCP,malicious,DDoS
191,978,0,TCP,normal,Normal
255,182,0,ICMP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,Probe
255,13892,0,TCP,normal,Normal
80,100,0,UDP,malicious,Probe
255,9678,0,TCP,normal,Normal
255,10546,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,2168,0,TCP,normal,Normal
292,0,0,TCP,malicious,DDoS
255,180,0,UDP,normal,Normal
255,11673,0,TCP,normal,Normal
255,1420,0,TCP,normal,Normal
255,1336,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
48,640,0,TCP,normal,Normal
255,11183,0,TCP,normal,Normal
255,602,0,TCP,normal,Normal
255,175,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
284,0,0,TCP,malicious,DDoS
255,123,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
509,0,0,TCP,malicious,Probe
255,1993,0,TCP,normal,Normal
102,305,0,TCP,normal,Normal
255,1692,0,TCP,normal,Normal
255,1,13428,TCP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,20726,589,TCP,normal,Normal
40,8,0,ICMP,malicious,Probe
255,129,0,UDP,normal,Normal
255,1700,0,TCP,normal,Normal
255,123,0,UDP,normal,Normal
255,884,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
264,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,Probe
255,977,0,TCP,normal,Normal
267,0,0,TCP,malicious,DDoS
255,864,0,TCP,normal,Normal
248,168,0,UDP,normal,Normal
255,0,0,TCP,normal,Normal
255,124,0,UDP,normal,Normal
255,9240,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
147,0,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
192,2082,0,TCP,normal,Normal
255,194,0,UDP,normal,Normal
81,10389,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
215,13209,0,TCP,normal,Normal
255,78,0,ICMP,normal,Normal
255,90,0,UDP,normal,Normal
255,0,0,TCP,malicious,Probe
255,655,0,TCP,normal,Normal
27,2228,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
109,26408,0,TCP,normal,Normal
181,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
166,2056,0,TCP,normal,Normal
255,1,30438,TCP,malicious,Probe
255,1941,0,TCP,normal,Normal
255,918,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,252,0,UDP,normal,Normal
300,0,0,TCP,malicious,DDoS
41,7871,274,TCP,normal,Normal
83,245,0,TCP,normal,Normal
255,480,0,TCP,normal,Normal
255,47,1,TCP,normal,Normal
255,11137,0,TCP,normal,Normal
101,8,0,ICMP,malicious,Probe
255,8911,0,TCP,normal,Normal
265,0,0,TCP,malicious,DDoS
158,567,0,TCP,normal,Normal
244,960,0,TCP,normal,Normal
255,126,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
268,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,2763,0,TCP,normal,Normal
255,3045,0,TCP,normal,Normal
255,916,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,568,0,TCP,normal,Normal
255,182,0,ICMP,normal,Normal
125,10389,0,TCP,normal,Normal
255,3749,0,TCP,normal,Normal
255,26237,0,TCP,normal,Normal
251,33727,0,TCP,normal,Normal
141,8,0,ICMP,malicious,Probe
255,1335,0,TCP,normal,Normal
255,90,0,UDP,normal,Normal
255,251,461,UDP,normal,Normal
141,62854,0,TCP,malicious,DDoS
255,1449,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
292,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,23727,905,TCP,normal,Normal
255,38066,2736,TCP,normal,Normal
28,8,0,ICMP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,623,0,TCP,normal,Normal
255,252,2775,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,916,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,18224,0,TCP,normal,Normal
128,251,0,UDP,normal,Normal
255,1721,0,TCP,normal,Normal
441,520,0,ICMP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,718,0,TCP,normal,Normal
255,38573,14608,TCP,normal,Normal
255,1450,0,TCP,normal,Normal
255,176,0,UDP,normal,Normal
255,188,0,UDP,normal,Normal
47,1640319,58,TCP,normal,Normal
202,185,0,UDP,normal,Normal
255,5311,0,TCP,normal,Normal
255,28,0,UDP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
115,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,1951,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,1,21701,TCP,malicious,Probe
352,0,0,TCP,malicious,Probe
166,0,0,TCP,malicious,DDoS
255,5462,0,TCP,normal,Normal
403,520,0,UDP,normal,Normal
256,0,0,TCP,malicious,DDoS
255,2013,0,TCP,normal,Normal
255,1480,0,TCP,normal,Normal
273,115,0,UDP,normal,Normal
130,2869,0,TCP,normal,Normal
255,16,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,25832,0,TCP,normal,Normal
261,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,Probe
48,2809,0,TCP,normal,Normal
239,980,0,TCP,normal,Normal
255,500,0,TCP,normal,Normal
234,80,0,UDP,normal,Normal
255,178,0,UDP,normal,Normal
511,1032,0,ICMP,malicious,DDoS
446,520,0,ICMP,malicious,DDoS
255,252,2980,UDP,normal,Normal
255,146,0,UDP,normal,Normal
38,8,0,ICMP,malicious,Probe
21,334,0,TCP,malicious,Credential Attack
88,8,0,ICMP,malicious,Probe
255,654,0,TCP,normal,Normal
255,145,0,UDP,normal,Normal
255,10829,0,TCP,normal,Normal
255,134,0,UDP,normal,Normal
255,2644,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
340,520,0,ICMP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,6121,0,TCP,normal,Normal
245,13108,0,TCP,normal,Normal
255,520,0,TCP,normal,Normal
249,2753,0,TCP,normal,Normal
173,0,0,TCP,malicious,DDoS
22,1019,23,TCP,normal,Normal
255,8325,0,TCP,normal,Normal
255,38972,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
270,0,0,TCP,malicious,DDoS
255,4427,0,TCP,normal,Normal
510,1032,0,ICMP,malicious,DDoS
304,128,0,UDP,normal,Normal
255,705,0,TCP,normal,Normal
139,986,0,TCP,normal,Normal
264,0,0,TCP,malicious,DDoS
255,27477,0,TCP,normal,Normal
511,1032,0,ICMP,malicious,DDoS
255,3150,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
250,68801,1049,TCP,normal,Normal
255,178,0,UDP,normal,Normal
255,9988,0,TCP,normal,Normal
255,84,0,UDP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,119,0,UDP,normal,Normal
255,0,0,TCP,malicious,Probe
255,2874,0,TCP,normal,Normal
152,62854,0,TCP,malicious,DDoS
194,1176,11,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
127,1120,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,1006,0,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
240,1392,24,TCP,normal,Normal
255,1165,0,TCP,normal,Normal
46,334,0,TCP,malicious,Credential Attack
255,548,0,TCP,normal,Normal
39,8,0,ICMP,malicious,Probe
88,1574,3,TCP,normal,Normal
255,12110,0,TCP,normal,Normal
132,12,0,TCP,normal,Normal
2,2258,4,TCP,normal,Normal
255,1620,1,TCP,normal,Normal
255,0,0,TCP,malicious,DDoS
46,334,0,TCP,malicious,Credential Attack
255,0,0,TCP,malicious,DDoS
278,0,0,TCP,malicious,DDoS
255,0,0,TCP,malicious,DDoS
255,1813,0,TCP,normal,Normal
255,171,0,UDP,normal,Normal
2,0,0,TCP,normal,Normal
255,1,0,UDP,malicious,Probe
255,0,0,TCP,malicious,DDoS
255,1633,0,TCP,normal,Normal
255,3280,0,TCP,normal,Normal
117,28,0,UDP,malicious,DDoS
